,cat,class,classcat,epsilon,feat,nc,ncx,nx
262,A*AB**,Apuesto,Admin,1.8024151677579474,saludHistory,74,4,25
263,A*A***,Apuesto,Admin,-0.6592398067605573,saludHistory,74,33,536
264,A*BA**,Apuesto,Admin,-0.3157477736784284,saludHistory,74,3,52
265,A*BB**,Apuesto,Admin,1.287460641364964,saludHistory,74,5,42
266,A*B***,Apuesto,Admin,0.6257435699459839,saludHistory,74,8,94
267,A**A**,Apuesto,Admin,-1.0875528204469682,saludHistory,74,32,560
268,A**B**,Apuesto,Admin,2.1203453166395057,saludHistory,74,9,67
269,A*****,Apuesto,Admin,-0.3768933830181668,saludHistory,74,41,631
270,BAAA**,Apuesto,Admin,0.1573530186373934,saludHistory,74,6,82
271,BAAB**,Apuesto,Admin,-0.8593735823795239,saludHistory,74,0,10
272,BAA***,Apuesto,Admin,-0.13477180011471748,saludHistory,74,6,92
273,BABA**,Apuesto,Admin,-0.5435155762595277,saludHistory,74,0,4
274,BABB**,Apuesto,Admin,0.7745250318993735,saludHistory,74,1,7
275,BAB***,Apuesto,Admin,0.2901050094297681,saludHistory,74,1,11
276,BA*A**,Apuesto,Admin,0.036432492241853645,saludHistory,74,6,86
277,BA*B**,Apuesto,Admin,-0.16210529716841812,saludHistory,74,1,17
278,BA****,Apuesto,Admin,-0.032566731715146374,saludHistory,74,7,103
279,BBAA**,Apuesto,Admin,0.24567086378871436,saludHistory,74,13,177
280,BBAB**,Apuesto,Admin,-0.6656679145453007,saludHistory,74,0,6
281,BBA***,Apuesto,Admin,0.12107642613480664,saludHistory,74,13,183
282,BBBA**,Apuesto,Admin,0.2844193108201311,saludHistory,74,6,78
283,BBBB**,Apuesto,Admin,0.7675457090452145,saludHistory,74,7,77
284,BBB***,Apuesto,Admin,0.7427457168401924,saludHistory,74,13,155
285,BB*A**,Apuesto,Admin,0.36198028461595705,saludHistory,74,19,255
286,BB*B**,Apuesto,Admin,0.5603069809404463,saludHistory,74,7,83
287,BB****,Apuesto,Admin,0.5920660089258569,saludHistory,74,26,338
288,B*AA**,Apuesto,Admin,0.29162936428936703,saludHistory,74,19,259
289,B*AB**,Apuesto,Admin,-1.0870311525190555,saludHistory,74,0,16
290,B*A***,Apuesto,Admin,0.02081669533312849,saludHistory,74,19,275
291,B*BA**,Apuesto,Admin,0.1573530186373934,saludHistory,74,6,82
292,B*BB**,Apuesto,Admin,0.9584551861125505,saludHistory,74,8,84
293,B*B***,Apuesto,Admin,0.7923937315383024,saludHistory,74,14,166
294,B**A**,Apuesto,Admin,0.33132033129121297,saludHistory,74,25,341
295,B**B**,Apuesto,Admin,0.44362622710912814,saludHistory,74,8,100
